SJEDNICA,STATUS,RBr,AKT,POSTUPAK,PZ_PZE,PREDLAGATELJI_CE
9,NERASPRAVLJENI,5,IZVJEŠĆE O POSLOVANJU HRVATSKE RADIOTELEVIZIJE ZA 2017. GODINU,,,glavni ravnatelj Hrvatske radiotelevizije
9,IZGLASANI,43,IZVJEŠĆE O RADU AGENCIJE ZA ZAŠTITU OSOBNIH PODATAKA ZA 2017. GODINU,,,Agencija za zaštitu osobnih podataka;
9,NERASPRAVLJENI,6,IZVJEŠĆE O RADU DRŽAVNOG ODVJETNIŠTVA REPUBLIKE HRVATSKE ZA 2017. GODINU,,,Državno odvjetništvo Republike Hrvatske;
9,IZGLASANI,56,IZVJEŠĆE O RADU HRVATSKE AKADEMIJE ZNANOSTI I UMJETNOSTI U 2017. GODINI,,,Hrvatska akademija znanosti i umjetnosti;
9,NERASPRAVLJENI,8,IZVJEŠĆE O RADU HRVATSKE ENERGETSKE REGULATORNE AGENCIJE ZA 2017. GODINU I IZVJEŠĆE O OSTVARENJU PRORAČUNA HRVATSKE ENERGETSKE REGULATORNE AGENCIJE ZA 2017. GODINU,,,Hrvatska energetska regulatorna agencija;
9,NERASPRAVLJENI,14,IZVJEŠĆE O RADU HRVATSKOG MEMORIJALNO-DOKUMENTACIJSKOG CENTRA DOMOVINSKOG RATA ZA 2017.,,,Hrvatski memorijalno-dokumentacijski centar Domovinskog rata;
9,IZGLASANI,42,IZVJEŠĆE O RADU I POSLOVANJU HRVATSKOG ZAVODA ZA MIROVINSKO OSIGURANJE ZA 2017.,,,Hrvatski zavod za mirovinsko osiguranje;
9,NERASPRAVLJENI,3,IZVJEŠĆE O RADU NACIONALNOG VIJEĆA ZA PRAĆENJE PROVEDBE STRATEGIJE SUZBIJANJA KORUPCIJE ZA RAZDOBLJE OD 27. LISTOPADA 2017. GODINE DO 15. SRPNJA 2018. GODINE,,,Nacionalno vijeće za praćenje provedbe Strategije suzbijanja korupcije
9,IZGLASANI,48,IZVJEŠĆE O RADU NACIONALNOG VIJEĆA ZA RAZVOJ LJUDSKIH POTENCIJALA ZA 2017. GODINU,,,Nacionalno vijeće za razvoj ljudskih potencijala;
9,NERASPRAVLJENI,66,IZVJEŠĆE O RADU ODBORA ZA ETIKU U ZNANOSTI I VISOKOM OBRAZOVANJU U 2016. GODINI,,,Odbor za etiku u znanosti i visokom obrazovanju;
9,NERASPRAVLJENI,67,IZVJEŠĆE O RADU ODBORA ZA ETIKU U ZNANOSTI I VISOKOM OBRAZOVANJU ZA 2017. GODINU,,,Odbor za etiku u znanosti i visokom obrazovanju;
9,NERASPRAVLJENI,12,IZVJEŠĆE O RADU ODBORA ZA EUROPSKE POSLOVE ZA RAZDOBLJE OD 28. LISTOPADA 2016. DO 31. PROSINCA 2017. GODINE,,,Odbor za europske poslove;
9,NERASPRAVLJENI,3,IZVJEŠĆE O RADU POVJERENSTVA ZA ODLUČIVANJE O SUKOBU INTERESA ZA 2017. GODINU,,,Povjerenstvo za odlučivanje o sukobu interesa;
9,NERASPRAVLJENI,19,IZVJEŠĆE O RADU UPRAVNOG VIJEĆA HINE ZA 2017. GODINU,,,Upravno vijeće HINE;
9,NERASPRAVLJENI,2,IZVJEŠĆE O RADU VIJEĆA ZA ELEKTRONIČKE MEDIJE I AGENCIJE ZA ELEKTRONIČKE MEDIJE ZA 2017. GODINU,,,Vijeće za elektroničke medije i Agencija za elektroničke medije
9,NERASPRAVLJENI,2,IZVJEŠĆE O UREDBI KOJU JE VLADA REPUBLIKE HRVATSKE DONIJELA NA TEMELJU ZAKONSKE OVLASTI,,,Vlada Republike Hrvatske;
9,NERASPRAVLJENI,35,IZVJEŠĆE PREDSJEDNIKA VRHOVNOG SUDA REPUBLIKE HRVATSKE O STANJU SUDBENE VLASTI ZA 2017. GODINU,,,predsjednik Vrhovnog suda;
9,IZGLASANI,24,KONAČNI PRIJEDLOG ZAKONA O ELEKTRONIČKOM IZDAVANJU RAČUNA U JAVNOJ NABAVI,drugo čitanje,P.Z.E. 358,Vlada Republike Hrvatske;
9,IZGLASANI,9,KONAČNI PRIJEDLOG ZAKONA O FONDU HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA I ČLANOVA NJIHOVIH OBITELJI,drugo čitanje,P.Z. 385,Vlada Republike Hrvatske
9,IZGLASANI,11,KONAČNI PRIJEDLOG ZAKONA O HRVATSKOJ MATICI ISELJENIKA,drugo čitanje,P.Z. 330,Vlada Republike Hrvatske
9,IZGLASANI,36,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O AUTORSKOM PRAVU I SRODNIM PRAVIMA,drugo čitanje,P.Z.E. 352,Vlada Republike Hrvatske;
9,IZGLASANI,20,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O BIOGORIVIMA ZA PRIJEVOZ,drugo čitanje,P.Z.E. 351,Vlada Republike Hrvatske;
9,NERASPRAVLJENI,37,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O IZBORIMA ZASTUPNIKA U HRVATSKI SABOR,drugo čitanje,P.Z. 11,Klub zastupnika Mosta nezavisnih lista;
9,IZGLASANI,5,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O LIJEKOVIMA,drugo čitanje,P.Z.E. 380,Vlada Republike Hrvatske
9,IZGLASANI,3,"KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O OSNIVANJU AGENCIJE ZA ISTRAŽIVANJE NESREĆA U ZRAČNOM, POMORSKOM I ŽELJEZNIČKOM PROMETU",,P.Z.E. 383,Vlada Republike Hrvatske
9,IZGLASANI,7,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O UGOSTITELJSKOJ DJELATNOSTI,drugo čitanje,P.Z. 378,Vlada Republike Hrvatske
9,IZGLASANI,10,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O ZAKLADI HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA I ČLANOVA NJIHOVIH OBITELJI,drugo čitanje,P.Z. 386,Vlada Republike Hrvatske
9,IZGLASANI,33,KONAČNI PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O ZAŠTITI NA RADU,drugo čitanje,P.Z. 338,Vlada Republike Hrvatske;
9,NERASPRAVLJENI,21,KONAČNI PRIJEDLOG ZAKONA O IZMJENI I DOPUNI ZAKONA O ŠUMAMA,hitni postupak,P.Z. 237,zastupnik Ivan Lovrinović i Klub zastupnika Hrvatske seljačke stranke;
9,NERASPRAVLJENI,39,KONAČNI PRIJEDLOG ZAKONA O IZMJENI ZAKONA O DOPRINOSIMA,hitni postupak,P.Z. 331,Klub zastupnika SDP-a;
9,IZGLASANI,12,KONAČNI PRIJEDLOG ZAKONA O LOVSTVU,drugo čitanje,P.Z.E. 339,Vlada Republike Hrvatske
9,IZGLASANI,14,KONAČNI PRIJEDLOG ZAKONA O NABAVI I POSJEDOVANJU ORUŽJA GRAĐANA,drugo čitanje,P.Z.E. 364,Vlada Republike Hrvatske;
9,IZGLASANI,1,KONAČNI PRIJEDLOG ZAKONA O OBAVLJANJU STUDENTSKIH POSLOVA,drugo čitanje,P.Z. 348,Vlada Republike Hrvatske
9,IZGLASANI,2,KONAČNI PRIJEDLOG ZAKONA O POTVRĐIVANJU IZMJENA I DOPUNA TEKSTA I DODATAKA OD II. DO IX. PROTOKOLA O SUZBIJANJU ZAKISELJAVANJA EUTROFIKACIJE I PRIZEMNOG OZONA IZ 1999. GODINE UZ KONVENCIJU O DALEKOSEŽNOM PREKOGRANIČNOM ONEČIŠĆENJU ZRAKA IZ 1979. GODINE I DODAVANJE NOVIH DODATAKA X. I XI.,drugo čitanje,P.Z. 442,Vlada Republike Hrvatske
9,IZGLASANI,21,KONAČNI PRIJEDLOG ZAKONA O POTVRĐIVANJU IZMJENE MONTREALSKOG PROTOKOLA O TVARIMA KOJE OŠTEĆUJU OZONSKI OMOTAČ,drugo čitanje,P.Z. 418,Vlada Republike Hrvatske;
9,IZGLASANI,31,KONAČNI PRIJEDLOG ZAKONA O POTVRĐIVANJU MEMORANDUMA O SUGLASNOSTI O PROVEDBI EGP FINANCIJSKOG MEHANIZAMA ZA RAZDOBLJE OD 2014. DO 2021. IZMEĐU ISLANDA KNEŽEVINE LIHTENŠTAJNA KRALJEVINE NORVEŠKE I REPUBLIKE HRVATSKE,drugo čitanje,P.Z. 426,Vlada Republike Hrvatske;
9,IZGLASANI,32,KONAČNI PRIJEDLOG ZAKONA O POTVRĐIVANJU MEMORANDUMA O SUGLASNOSTI O PROVEDBI NORVEŠKOG FINANCIJSKOG MEHANIZAMA ZA RAZDOBLJE OD 2014. DO 2021. IZMEĐU KRALJEVINE NORVEŠKE I REPUBLIKE HRVATSKE,drugo čitanje,P.Z. 427,Vlada Republike Hrvatske;
9,IZGLASANI,26,KONAČNI PRIJEDLOG ZAKONA O POTVRĐIVANJU SPORAZUMA IZMEĐU EUROPSKE KOMISIJE U IME EUROPSKE UNIJE I VLADE REPUBLIKE HRVATSKE KOJIM SE MIJENJA I DOPUNJUJE VIŠEGODIŠNJI SPORAZUM O FINANCIRANJU 2007. – 2013. SKLOPLJEN 9. PROSINCA 2014.,drugo čitanje,P.Z. 414,Vlada Republike Hrvatske;
9,IZGLASANI,11,KONAČNI PRIJEDLOG ZAKONA O PRESTANKU VAŽENJA ZAKONA O FONDU ZA STIPENDIRANJE HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA I DJECE HRVATSKIH BRANITELJA IZ DOMOVINSKOG RATA,drugo čitanje,P.Z. 387,Vlada Republike Hrvatske
9,IZGLASANI,9,KONAČNI PRIJEDLOG ZAKONA O PROBACIJI,drugo čitanje,P.Z. 312,Vlada Republike Hrvatske
9,IZGLASANI,8,KONAČNI PRIJEDLOG ZAKONA O PROVEDBI KONVENCIJE O GRAĐANSKOPRAVNIM VIDOVIMA MEĐUNARODNE OTMICE DJECE,drugo čitanje,P.Z. 377,Vlada Republike Hrvatske
9,IZGLASANI,10,KONAČNI PRIJEDLOG ZAKONA O PROVEDBI PROJEKATA MEĐUNARODNE INSTITUCIONALNE SURADNJE EUROPSKE UNIJE I PROJEKATA TEHNIČKE POMOĆI,drugo čitanje,P.Z. 388,Vlada Republike Hrvatske
9,IZGLASANI,6,KONAČNI PRIJEDLOG ZAKONA O PROVEDBI UREDBE (EU) 2017/745 O MEDICINSKIM PROIZVODIMA I UREDBE (EU) 2017/746 O IN VITRO DIJAGNOSTIČKIM MEDICINSKIM PROIZVODIMA,drugo čitanje,P.Z.E. 381,Vlada Republike Hrvatske
9,IZGLASANI,4,KONAČNI PRIJEDLOG ZAKONA O ZDRAVSTVENOJ ZAŠTITI,drugo čitanje,P.Z.E. 379,Vlada Republike Hrvatske
9,IZGLASANI,2,KONAČNI PRIJEDLOG ZAKONA O ŽIČARAMA,drugo čitanje,P.Z.E. 357,Vlada Republike Hrvatske
9,IZGLASANI,1,"MIŠLJENJE ODBORA ZA USTAV, POSLOVNIK I POLITIČKI SUSTAV NA TEMELJU ZAHTJEVA O POVREDI POSLOVNIKA HRVATSKOGA SABORA KOJI JE PODNIO ZASTUPNIK BRANIMIR BUNJAC",,,
9,IZGLASANI,12,"MIŠLJENJE ODBORA ZA USTAV, POSLOVNIK I POLITIČKI SUSTAV NA TEMELJU ZAHTJEVA O POVREDI POSLOVNIKA HRVATSKOGA SABORA KOJI JE PODNIO ZASTUPNIK MILORAD BATINIĆ",,,
9,NERASPRAVLJENI,9,"POLUGODIŠNJA INFORMACIJA O FINANCIJSKOM STANJU, STUPNJU OSTVARENJA STABILNOSTI CIJENA I PROVEDBI MONETARNE POLITIKE ZA DRUGO POLUGODIŠTE 2017.",,,Hrvatska narodna banka;
9,NERASPRAVLJENI,22,"PRIJEDLOG ZAKLJUČKA O IZMJENI UREDBE O NAKNADI ZA ISTRAŽIVANJE I EKSPLOATACIJU UGLJIKOVODIKA (”NARODNE NOVINE”, BROJ 37/2014)",,,Klub zastupnika Hrvatske seljačke stranke;
9,NERASPRAVLJENI,11,PRIJEDLOG DEKLARACIJE HRVATSKOGA SABORA O POLOŽAJU HRVATA U BOSNI I HERCEGOVINI I EUROPSKOM PUTU BOSNE I HERCEGOVINE,,,Odbor za Hrvate izvan Republike Hrvatske;
9,NERASPRAVLJENI,17,PRIJEDLOG GODIŠNJEG IZVJEŠTAJA O IZVRŠENJU DRŽAVNOG PRORAČUNA REPUBLIKE HRVATSKE ZA 2017. GODINU I PRIJEDLOG GODIŠNJEG IZVJEŠTAJA O PRIMJENI FISKALNIH PRAVILA ZA 2017. GODINU,,,Vlada Republike Hrvatske;
9,NERASPRAVLJENI,45,PRIJEDLOG ODLUKE O IZMJENAMA I DOPUNAMA ODLUKE O DONOŠENJU PROSTORNOG PLANA PODRUČJA POSEBNIH OBILJEŽJA NACIONALNOG PARKA PLITVIČKA JEZERA,,,Klub zastupnika Živog zida i SNAGA-e;
9,IZGLASANI,11,PRIJEDLOG ODLUKE O IZMJENI ODLUKE O OSNIVANJU ODBORA ZA NAGRADU ZA PROMICANJE PRAVA DJETETA,,,"Odbor za obitelj, mlade i sport Hrvatskoga sabora"
9,NERASPRAVLJENI,61,PRIJEDLOG ODLUKE O IZMJENI ODLUKE O PROŠIRENJU JURISDIKCIJE REPUBLIKE HRVATSKE NA JADRANSKOM MORU,,,Klub zastupnika Mosta nezavisnih lista;
9,NERASPRAVLJENI,13,"PRIJEDLOG ODLUKE O NEDAVANJU VJERODOSTOJNOG TUMAČENJA ČLANKA 347. STAVKA 1. U VEZI ČLANKA 89. STAVKA 7. I ČLANKA 303. PRETHODNOG KAZNENOG ZAKONA („NARODNE NOVINE, BR. 110/97., 27/98. - ISPRAVAK, 50/00. - ODLUKA USTAVNOG SUDA REPUBLIKE HRVATSKE, 129/00., 51/01., 11/03., 190/03. – ODLUKA USTAVNOG SUDA REPUBLIKE HRVATSKE, 105/04., 84/05. - ISPRAVAK, 71/06., 110/07., 152/08., 57/11. I 77/11. – ODLUKA USTAVNOG SUDA REPUBLIKE HRVATSKE) – SADA ČLANKA 293. STAVKA 1. U VEZI ČLANKA 87. STAVKA 6. I 305. KAZNENOG ZAKONA NA SNAZI OD 1. SIJEČNJA 2013. GODINE („NARODNE NOVINE“, BR. 125/11., 144/12., 56/15., 61/15. – ISPRAVAK I 101/17.), POVEZANO S ČLANKOM 4. STAVKOM 2. ZAKONA O SUDOVIMA („NARODNE NOVINE“ BR. 28/13. I 33/15.), ČLANKOM 1.A, ČLANKOM 3. I ČLANKOM 4. KAZNENOPRAVNE KONVENCIJE O KORUPCIJI („NARODNE NOVINE“, BR. 11/00.) I DRUGIM MEĐUNARODNIM KONVENCIJAMA, ČLANKOM 31. I ČLANKOM 141. USTAVA REPUBLIKE HRVATSKE („NARODNE NOVINE“, BR. 85/10 – PROČIŠĆENI TEKST I 5/14. – ODLUKA USTAVNOG SUDA REPUBLIKE HRVATSKE)",,,Odbor za zakonodavstvo;
9,IZGLASANI,55,PRIJEDLOG ODLUKE O OSNIVANJU ISTRAŽNOG POVJERENSTVA ZA AGROKOR,,,16 zastupnika u Hrvatskome saboru;
9,NERASPRAVLJENI,60,"PRIJEDLOG ODLUKE O PRISTUPANJU PROMJENI USTAVA REPUBLIKE HRVATSKE, S PRIJEDLOGOM NACRTA PROMJENE USTAVA REPUBLIKE HRVATSKE",,,50 zastupnika u Hrvatskome saboru;
9,NERASPRAVLJENI,63,PRIJEDLOG ODLUKE O RASPUŠTANJU HRVATSKOGA SABORA,,,Klub zastupnika SDP-a;
9,IZGLASANI,16,PRIJEDLOG ODLUKE O SUDJELOVANJU ORUŽANIH SNAGA REPUBLIKE HRVATSKE U OPERACIJI POTPORE MIRU KFOR NA KOSOVU,,,Vlada Republike Hrvatske
9,IZGLASANI,15,PRIJEDLOG ODLUKE O SUDJELOVANJU ORUŽANIH SNAGA REPUBLIKE HRVATSKE U SKLOPU AKTIVNOSTI OJAČANE PREDNJE PRISUTNOSTI NATO-A U REPUBLICI POLJSKOJ,,,Vlada Republike Hrvatske
9,IZGLASANI,17,PRIJEDLOG ODLUKE O SUDJELOVANJU PRIPADNIKA ORUŽANIH SNAGA REPUBLIKE HRVATSKE U MISIJI POTPORE MIRU „NATO MISIJI U IRAKU“,,,Vlada Republike Hrvatske
9,IZGLASANI,13,PRIJEDLOG ODLUKE O SUDJELOVANJU PRIPADNIKA ORUŽANIH SNAGA REPUBLIKE HRVATSKE U MISIJI POTPORE MIRU „RESOLUTE SUPPORT“ U AFGANISTANU,,,Vlada Republike Hrvatske
9,IZGLASANI,19,PRIJEDLOG ODLUKE O SUDJELOVANJU PRIPADNIKA ORUŽANIH SNAGA REPUBLIKE HRVATSKE U OPERACIJAMA POTPORE MIRU UJEDINJENIH NARODA,,,Vlada Republike Hrvatske
9,IZGLASANI,14,PRIJEDLOG ODLUKE O SUDJELOVANJU PRIPADNIKA ORUŽANIH SNAGA REPUBLIKE HRVATSKE U OPERACIJI EUROPSKE UNIJE „EUNAVFOR MED SOPHIA“,,,Vlada Republike Hrvatske
9,IZGLASANI,18,PRIJEDLOG ODLUKE O SUDJELOVANJU PRIPADNIKA ORUŽANIH SNAGA REPUBLIKE HRVATSKE U OPERACIJI POTPORE MIRU „EU NAVFOR SOMALIJA ATALANTA“,,,Vlada Republike Hrvatske
9,IZGLASANI,10,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANA I IMENOVANJU ČLANICE DRŽAVNOG POVJERENSTVA ZA PROCJENU ŠTETE OD ELEMENTARNIH NEPOGODA",,,
9,IZGLASANI,13,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANA I IZBORU ČLANICE ODBORA ZA ZDRAVSTVO I SOCIJALNU POLITIKU HRVATSKOGA SABORA",,,
9,IZGLASANI,12,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANA NACIONALNOG VIJEĆA ZA PRAĆENJE PROVEDBE STRATEGIJE SUZBIJANJA KORUPCIJE",,,
9,IZGLASANI,9,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANA ODBORA ZA ZDRAVSTVO I SOCIJALNU POLITIKU HRVATSKOGA SABORA",,,
9,IZGLASANI,3,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANICE I IZBORU ČLANA ODBORA ZA UNUTARNJU POLITIKU I NACIONALNU SIGURNOST HRVATSKOGA SABORA",,,
9,IZGLASANI,1,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANICE I IZBORU ČLANA ODBORA ZA USTAV, POSLOVNIK I POLITIČKI SUSTAV HRVATSKOGA SABORA",,,
9,IZGLASANI,2,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU ČLANICE I IZBORU ČLANA ODBORA ZA VANJSKU POLITIKU HRVATSKOGA SABORA",,,
9,IZGLASANI,4,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IZBORU ČLANA ODBORA ZA LJUDSKA PRAVA I PRAVA NACIONALNIH MANJINA HRVATSKOGA SABORA",,,
9,IZGLASANI,11,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IZBORU ČLANA ODBORA ZA POLJOPRIVREDU HRVATSKOGA SABORA",,,
9,IZGLASANI,7,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IZBORU ČLANOVA ODBORA ZA OBRAZOVANJE, ZNANOST I KULTURU HRVATSKOGA SABORA",,,
9,IZGLASANI,6,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IZBORU PREDSJEDNIKA I RAZRJEŠENJU I IZBORU ČLANOVA ODBORA ZA ZAŠTITU OKOLIŠA I PRIRODE HRVATSKOGA SABORA",,,
9,IZGLASANI,8,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU I IZBORU PREDSJEDNIKA ODBORA ZA RAVNOPRAVNOST SPOLOVA HRVATSKOGA SABORA",,,
9,IZGLASANI,5,"PRIJEDLOG ODLUKE ODBORA ZA IZBOR, IMENOVANJA I UPRAVNE POSLOVE O RAZRJEŠENJU POTPREDSJEDNICE I IZBORU POTPREDSJEDNIKA I RAZRJEŠENJU ČLANA I IZBORU ČLANICE ODBORA ZA OBITELJ, MLADE I SPORT HRVATSKOGA SABORA",,,
9,NERASPRAVLJENI,18,PRIJEDLOG POLUGODIŠNJEG IZVJEŠTAJA O IZVRŠENJU DRŽAVNOG PRORAČUNA REPUBLIKE HRVATSKE ZA PRVO POLUGODIŠTE 2018. GODINE I PRIJEDLOG POLUGODIŠNJEG IZVJEŠTAJA O PRIMJENI FISKALNIH PRAVILA ZA PRVO POLUGODIŠTE 2018. GODINE,,,Vlada Republike Hrvatske;
9,IZGLASANI,6,"PRIJEDLOG ZA POKRETANJE PITANJA POVJERENJA PROF. DR. SC. MILANU KUJUNDŽIĆU, MINISTRU ZDRAVSTVA U VLADI REPUBLIKE HRVATSKE",,,31 zastupnik u Hrvatskome saboru
9,NERASPRAVLJENI,62,PRIJEDLOG ZAKLJUČAKA O POKRETANJU POSTUPKA PREGOVORA O IZMJENAMA UGOVORA IZMEĐU SVETE STOLICE I REPUBLIKE HRVATSKE,,,Klub zastupnika GLAS-a i HSU-a;
9,NERASPRAVLJENI,34,PRIJEDLOG ZAKLJUČKA O UPUĆIVANJU ZAHTJEVA DRŽAVNOM UREDU ZA REVIZIJU ZA OBAVLJANJE REVIZIJE U HRVATSKOJ NARODNOJ BANCI,,,Klub zastupnika Živog zida i SNAGA-e;
9,IZGLASANI,9,PRIJEDLOG ZAKONA O BRDSKO-PLANINSKIM PODRUČJIMA,prvo čitanje,P.Z. 412,Vlada Republike Hrvatske;
9,IZGLASANI,17,PRIJEDLOG ZAKONA O DJELATNOSTI SOCIJALNOG RADA,prvo čitanje,P.Z. 405,Vlada Republike Hrvatske;
9,NERASPRAVLJENI,53,PRIJEDLOG ZAKONA O DOPUNAMA OBITELJSKOG ZAKONA,prvo čitanje,P.Z. 340,Klub zastupnika GLAS-a i HSU-a;
9,NERASPRAVLJENI,3,PRIJEDLOG ZAKONA O DOPUNAMA ZAKONA O TRŽIŠTU NAFTE I NAFTNIH DERIVATA,prvo čitanje,P.Z. 449,Klub zastupnika Mosta nezavisnih lista
9,NERASPRAVLJENI,20,PRIJEDLOG ZAKONA O DOPUNI KAZNENOG ZAKONA,prvo čitanje,P.Z. 201,"Klub zastupnika IDS-a, PGS-a i Liste za Rijeku;"
9,NERASPRAVLJENI,48,PRIJEDLOG ZAKONA O DOPUNI KAZNENOG ZAKONA,prvo čitanje,P.Z. 231,zastupnica Ines Strenja-Linić;
9,NERASPRAVLJENI,38,PRIJEDLOG ZAKONA O DOPUNI ZAKONA O GRADNJI,prvo čitanje,P.Z. 332,zastupnik Miro Bulj;
9,NERASPRAVLJENI,56,PRIJEDLOG ZAKONA O DOPUNI ZAKONA O ODGOJU I OBRAZOVANJU U SNOVNOJ I SREDNJOJ ŠKOLI,prvo čitanje,P.Z. 391,"Klub zastupnika Hrvatske demokršćanske stranke, Hrvatske socijalno-liberalne stranke i Hrvatskog demokratskog saveza Slavonije i Baranje;"
9,NERASPRAVLJENI,51,PRIJEDLOG ZAKONA O DOPUNI ZAKONA O PLAĆAMA SUDACA I DRUGIH PRAVOSUDNIH DUŽNOSNIKA,prvo čitanje,P.Z. 367,Klub zastupnika GLAS-a i HSU-a;
9,NERASPRAVLJENI,47,PRIJEDLOG ZAKONA O DOPUNI ZAKONA O REPREZENTATIVNOSTI UDRUGA POSLODAVACA I SINDIKATA,prvo čitanje,P.Z. 227,zastupnica Ines Strenja-Linić;
9,IZGLASANI,7,PRIJEDLOG ZAKONA O DRŽAVNOM INSPEKTORATU,prvo čitanje,P.Z. 459,Vlada Republike Hrvatske
9,NERASPRAVLJENI,26,PRIJEDLOG ZAKONA O DRŽAVNOM SUDBENOM VIJEĆU,prvo čitanje,P.Z. 401,Klub zastupnika Mosta nezavisnih lista;
9,IZGLASANI,10,PRIJEDLOG ZAKONA O FISKALNOJ ODGOVORNOSTI,prvo čitanje,P.Z.E. 403,Vlada Republike Hrvatske;
9,NERASPRAVLJENI,33,PRIJEDLOG ZAKONA O ISPITIVANJU PORIJEKLA IMOVINE I ODUZIMANJU NEZAKONITO STEČENE IMOVINE,prvo čitanje,P.Z. 390,Klub zastupnika Živoga zida i SNAGA-e;
9,NERASPRAVLJENI,57,PRIJEDLOG ZAKONA O ISPITIVANJU PORIJEKLA IMOVINE I POSEBNOM OPOREZIVANJU NEZAKONITO STEČENE IMOVINE,prvo čitanje,P.Z. 424,Klub zastupnika Hrvatske seljačke stranke;
9,IZGLASANI,7,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA OPĆEG POREZNOG ZAKONA,prvo čitanje,P.Z. 438,Vlada Republike Hrvatske
9,IZGLASANI,16,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA POMORSKOG ZAKONIKA,prvo čitanje,P.Z.E. 421,Vlada Republike Hrvatske;
9,IZGLASANI,2,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA PREKRŠAJNOG ZAKONA,prvo čitanje,P.Z. 394,Vlada Republike Hrvatske;
9,IZGLASANI,8,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O ADMINISTRATIVNOJ SURADNJI U PODRUČJU POREZA,prvo čitanje,P.Z.E. 439,Vlada Republike Hrvatske
9,IZGLASANI,5,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O DOBROVOLJNIM MIROVINSKIM FONDOVIMA,prvo čitanje,P.Z.E. 456,Vlada Republike Hrvatske
9,IZGLASANI,4,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O DOPRINOSIMA,prvo čitanje,P.Z. 435,Vlada Republike Hrvatske
9,NERASPRAVLJENI,52,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O DRŽAVNOM SUDBENOM VIJEĆU,prvo čitanje,P.Z. 366,Klub zastupnika GLAS-a i HSU-a;
9,IZGLASANI,18,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O EDUKACIJSKO-REHABILITACIJSKOJ DJELATNOSTI,prvo čitanje,P.Z. 406,Vlada Republike Hrvatske;
9,IZGLASANI,22,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O ENERGETSKOJ UČINKOVITOSTI,prvo čitanje,P.Z.E. 420,Vlada Republike Hrvatske;
9,IZGLASANI,6,PRIJEDLOG ZAKONA O IZMJENAMA I DOPUNAMA ZAKONA O FISKALIZACIJI U PROMETU GOTOVINOM,prvo čitanje,P.Z. 437,Vlada Republike Hrvatske
